Height; -1555; -1734; 2191; Acc; 38395; 9599; 0
Height; -1829; -1370; 2191; Acc; 38395; 9599; -9598
Height; -3840; -1734; 2191; Acc; 47993; 9599; -9598
Height; -1829; 276; 2191; Acc; 47993; 0; 0
Height; 459; -1734; 1915; Acc; 38395; 0; 9599
Height; -3564; -1734; 2191; Acc; 38395; -9598; 0
Height; -1829; -1734; 2191; Acc; 38395; 0; 9599
Height; -1829; -1734; 2191; Acc; 38395; 0; 19197
Height; 459; 546; 1915; Acc; 38395; -9598; 19197
Height; -3564; 546; 2191; Acc; 38395; -9598; 0
Height; 459; -1734; 2191; Acc; 38395; -9598; 0
Height; -1829; -1734; 2191; Acc; 47993; 0; -9598
Height; -1829; -1734; 2191; Acc; 47993; -19197; 0
Height; 459; 276; 2191; Acc; 47993; 9599; 9599
Height; -1829; -1370; 0; Acc; 47993; 0; 9599
Height; -1555; 276; 2191; Acc; 67191; 9599; 38395
Height; -1829; -1734; 2191; Acc; 67191; 9599; 38395
Height; -1829; 546; 1915; Acc; 57593; 0; 28796
Height; -1829; 546; 2191; Acc; 38395; 19197; 28796
Height; -1829; 276; 1915; Acc; 38395; 0; 19197
Height; -1829; 276; 2191; Acc; 28796; -9598; 9599
Height; -1555; 276; 0; Acc; 28796; -19197; 0
Height; -3840; 276; 275; Acc; 38395; -9598; 0
Height; -1555; 276; 0; Acc; 38395; -9598; 9599
Height; -1829; -1734; 275; Acc; 47993; 0; 19197
Height; -1555; -1734; 1915; Acc; 28796; 9599; 9599
Height; -1829; -1370; 1915; Acc; 28796; 0; 0
Height; -1555; 276; 0; Acc; 28796; 9599; 9599
Height; -1555; 546; 2191; Acc; 28796; 9599; 0
Height; -3564; -1370; 1915; Acc; 28796; 9599; 9599
Height; -3840; -1734; 275; Acc; 19197; 0; 9599
Height; -1829; 546; 275; Acc; 28796; 0; 19197
Height; 94; 276; 1915; Acc; 38395; 9599; 0
Height; -3564; 276; 0; Acc; 47993; 9599; 0
Height; 459; -1734; 1915; Acc; 57593; 0; 19197
Height; -3840; 276; 2191; Acc; 57593; 0; 9599
Height; -1555; -1734; 275; Acc; 47993; 9599; 9599
Height; -1829; 546; 2191; Acc; 47993; 9599; 9599
Height; -1555; 276; 275; Acc; 38395; 19197; 0
Height; -1555; -1734; 1915; Acc; 57593; 9599; 0
Height; -1555; -1370; 1915; Acc; 57593; 0; 0
Height; -1829; 276; 1915; Acc; 47993; -9598; 0
Height; -1555; -1734; 1915; Acc; 47993; 0; 0
Height; -1829; 276; 2191; Acc; 38395; 0; -9598
Height; -1555; 276; 1915; Acc; 38395; 9599; 28796
Height; 94; -1734; 4106; Acc; 28796; 0; 19197
Height; -1829; -1734; 2191; Acc; 28796; 9599; 9599
Height; -1829; 546; 1915; Acc; 19197; 0; 0
Height; 459; 276; 1915; Acc; 47993; 0; 19197
Height; -1555; -1734; 1915; Acc; 38395; 0; 0
Height; 94; 276; 2191; Acc; 28796; 0; 9599
Height; 459; -1370; 0; Acc; 19197; 0; 19197
Height; 459; 276; 2191; Acc; 19197; 9599; 9599
Height; -3564; 276; 1915; Acc; 28796; 9599; 9599
Height; -1829; -1734; 1915; Acc; 38395; -9598; 28796
Height; -1829; 276; 1915; Acc; 19197; 9599; 28796
Height; -1829; 276; 2191; Acc; 38395; 9599; 19197
Height; -1829; 276; 0; Acc; 47993; 0; 9599
Height; -1555; -1734; 2191; Acc; 57593; 9599; 9599
Height; -1829; 546; 1915; Acc; 47993; 9599; 9599
Height; -1555; -1734; 3831; Acc; 38395; 9599; 28796
Height; -1829; -1734; 0; Acc; 28796; 0; 38395
Height; -1555; 276; 1915; Acc; 28796; 0; 28796
Height; 459; 276; 2191; Acc; 28796; -19197; 19197
Height; -1829; -1370; 1915; Acc; 38395; -9598; 28796
Height; -1829; -1734; 2191; Acc; 38395; 0; 28796
Height; -1829; -1734; 275; Acc; 28796; 0; 28796
Height; -1555; -1734; 0; Acc; 38395; 0; 0
Height; -1829; 276; 2191; Acc; 47993; 0; 19197
Height; -1555; -1734; 1915; Acc; 57593; 0; 9599
Height; 94; 276; 2191; Acc; 47993; 19197; 0
Height; -1829; -1734; 1915; Acc; 38395; 0; -9598
Height; -1829; -1734; 3831; Acc; 38395; 9599; 19197
Height; -1829; -1734; 1915; Acc; 28796; 9599; 28796
Height; -1829; 276; 1915; Acc; 19197; 9599; 28796
Height; 94; 276; 3831; Acc; 38395; 9599; 38395
Height; -1555; 276; 275; Acc; 47993; 0; 19197
Height; -3840; -1370; 1915; Acc; 57593; 9599; 19197
Height; -1829; -1734; 1915; Acc; 47993; -9598; 0
Height; -1555; 276; 0; Acc; 38395; -19197; 0
Height; -1555; 276; 3831; Acc; 38395; -19197; 9599
Height; -3840; 546; 1915; Acc; 38395; -9598; 19197
Height; -1829; -1370; 1915; Acc; 38395; 0; 19197
Height; -1829; 276; 275; Acc; 38395; -9598; 19197
Height; -1829; -1734; 1915; Acc; 28796; 0; 19197
Height; -1829; 276; 1915; Acc; 28796; 0; 28796
Height; -1555; -1734; 2191; Acc; 38395; 9599; 19197
Height; -1829; 276; 0; Acc; 47993; -9598; 19197
Height; -1829; 546; 0; Acc; 38395; 0; -9598
Height; -3840; 276; 1915; Acc; 38395; 9599; 0
Height; 459; -1734; 1915; Acc; 47993; 0; -9598
Height; 94; -1734; 1915; Acc; 47993; 0; -9598
Height; -1829; -1734; 1915; Acc; 57593; 0; 9599
Height; 94; 276; 1915; Acc; 47993; 9599; 9599
Height; -1829; -1734; 0; Acc; 47993; -9598; 19197
Height; -1829; -1734; 1915; Acc; 38395; 0; 19197
Height; -1829; 276; 2191; Acc; 47993; 19197; 19197
Height; -1829; 276; 1915; Acc; 38395; 9599; 0
Height; -1829; 546; 0; Acc; 28796; 0; 9599
Height; -1555; 276; 0; Acc; 28796; 9599; 19197
Height; 94; 276; 0; Acc; 28796; -9598; 19197
Height; -5849; 546; 0; Acc; 38395; -9598; 9599
Height; -1829; -1734; 2191; Acc; 47993; -19197; -9598
Height; -1829; -1734; 2191; Acc; 57593; -9598; 0
Height; -3840; -1734; 1915; Acc; 47993; 0; 19197
Height; -1555; 276; 0; Acc; 47993; 19197; 9599
Height; -3840; 276; 1915; Acc; 47993; 0; 0
Height; -1829; 276; 1915; Acc; 47993; 9599; 19197
Height; -1829; 276; 1915; Acc; 38395; 9599; 0
Height; -1829; -1734; 0; Acc; 38395; 19197; -9598
Height; -3564; 276; 1915; Acc; 28796; 9599; 9599
Height; 94; -1734; 2191; Acc; 28796; 0; 9599
Height; -1555; 276; 1915; Acc; 47993; 19197; 19197
Height; -1829; 276; 1915; Acc; 38395; 9599; 28796
Height; -1829; -1734; 275; Acc; 28796; 19197; 19197
Height; 94; -1734; 1915; Acc; 28796; 28796; 19197
Height; -1555; -1734; 1915; Acc; 19197; 9599; 28796
Height; -1555; 2193; -2006; Acc; 28796; 9599; 19197
Height; -1555; -1734; 1915; Acc; 19197; 0; 28796
Height; -1829; 276; 0; Acc; 28796; -9598; 19197
Height; -1555; -1734; 0; Acc; 47993; -9598; 9599
Height; -1829; 276; 1915; Acc; 28796; -9598; 9599
Height; -1555; 276; 1915; Acc; 28796; 0; 9599
Height; -1829; -1370; 1915; Acc; 28796; -19197; 9599
Height; -1829; 276; 0; Acc; 28796; 0; 9599
Height; -1829; 276; 1915; Acc; 9599; 0; 19197
Height; -3840; 276; 1915; Acc; 38395; 9599; 9599
Height; -1829; -1734; 1915; Acc; 47993; 9599; 0
Height; -1829; 276; 1915; Acc; 38395; 9599; 0
Height; -1829; 276; 1915; Acc; 28796; 0; 9599
Height; -1829; -1734; 1915; Acc; 38395; -9598; 9599
Height; 94; -1734; 3831; Acc; 38395; -9598; 19197
Height; -1829; 276; 1915; Acc; 38395; 0; 19197
Height; -1829; -1734; 0; Acc; 38395; 9599; 19197
Height; -1829; -1734; 0; Acc; 38395; -9598; 9599
Height; 94; 276; 2191; Acc; 38395; -9598; 9599
Height; -1829; 276; 1915; Acc; 47993; 0; 9599
Height; -3840; -1734; 1915; Acc; 47993; 19197; 0
Height; -1829; 276; 3831; Acc; 67191; 9599; 0
Height; 94; 276; 2191; Acc; 57593; 9599; 9599
Height; -1829; 276; 1915; Acc; 57593; -9598; 0
Height; -1829; -1734; 1915; Acc; 76790; 0; 0
Height; -1829; -1734; 0; Acc; 57593; 0; 9599
Height; 459; 276; 1915; Acc; 47993; 9599; 19197
Height; -1829; -1734; 1915; Acc; 28796; -9598; 19197
Height; -1829; 276; 0; Acc; 28796; -9598; 0
Height; -1829; 276; 0; Acc; 38395; 0; 19197
Height; -1555; 276; 1915; Acc; 28796; 9599; 28796
Height; 94; 276; 0; Acc; 47993; 9599; 19197
Height; -1829; 276; 1915; Acc; 57593; 0; 28796
Height; 459; -1734; 1915; Acc; 47993; 19197; 9599
Height; -1829; 276; 1915; Acc; 47993; 9599; 9599
Height; -3564; 276; 1915; Acc; 67191; -9598; 28796
Height; -1829; 276; 1915; Acc; 57593; -19197; 19197
Height; 94; 276; 1915; Acc; 47993; 0; 9599
Height; -1829; 276; 0; Acc; 28796; 0; 28796
Height; 94; 276; 4106; Acc; 38395; 0; 28796
Height; -1829; 276; 1915; Acc; 47993; 0; 19197
Height; -1829; -1734; 0; Acc; 38395; 0; 9599
Height; 94; 276; 1915; Acc; 38395; 9599; 9599
Height; 459; -1734; 2191; Acc; 19197; 0; 9599
Height; -1829; 276; 275; Acc; 38395; -9598; 9599
Height; -1555; 276; 1915; Acc; 47993; 0; 0
Height; 94; 276; 0; Acc; 67191; 19197; 9599
Height; 94; 276; 0; Acc; 67191; 28796; 19197
Height; -1829; 276; 1915; Acc; 67191; 9599; 0
Height; 94; 276; 1915; Acc; 57593; -9598; 0
Height; -1829; 276; 1915; Acc; 47993; -9598; 9599
Height; -1829; 276; 1915; Acc; 38395; 9599; 9599
Height; -1829; 276; 1915; Acc; 38395; 19197; 9599
Height; -1829; 276; 1915; Acc; 28796; 9599; 19197
Height; 94; 276; 0; Acc; 28796; 19197; 28796
Height; -1829; -91; 1915; Acc; 47993; 19197; 19197
Height; 94; -1734; 1915; Acc; 57593; 9599; 19197
Height; -1829; 276; 3831; Acc; 57593; 9599; 19197
Height; -1829; 2193; 0; Acc; 38395; 9599; 19197
Height; -1829; 276; 1915; Acc; 47993; 0; 19197
Height; -1829; 2193; 2191; Acc; 28796; 0; 9599
Height; -1829; 276; 2191; Acc; 47993; 9599; 9599
Height; -1829; 276; 2191; Acc; 47993; 9599; 0
Height; -1829; 276; 2191; Acc; 47993; 0; 19197
Height; -1829; 276; 275; Acc; 38395; 9599; 9599
Height; -1555; -2008; 275; Acc; 28796; -9598; 19197
Height; -1829; -91; 2191; Acc; 38395; 9599; 28796
Height; 94; 276; 2191; Acc; 28796; 9599; 38395
Height; 94; 276; 2191; Acc; 28796; 38395; 47993
Height; -1829; -1734; 275; Acc; 38395; 38395; 28796
Height; 94; 276; 2191; Acc; 38395; 9599; 19197
Height; -1829; -1734; 2191; Acc; 28796; 9599; 9599
Height; -3564; -1734; 2191; Acc; 28796; 9599; 19197
Height; 94; -3651; 2191; Acc; 47993; 0; 19197
Height; 94; 276; 2191; Acc; 47993; 0; 19197
Height; -1829; -1734; 2191; Acc; 67191; 0; 19197
Height; 94; 276; 275; Acc; 47993; -9598; 28796
Height; -1829; -1734; 2191; Acc; 47993; -9598; 28796
Height; -3840; 276; 2191; Acc; 57593; 19197; 28796
Height; -1829; -1734; 2191; Acc; 67191; -9598; 9599
Height; -1829; 276; 2191; Acc; 57593; 0; 9599
Height; 94; -1734; 2191; Acc; 47993; -9598; 19197
Height; 94; -1734; 2191; Acc; 38395; 0; 28796
Height; 94; -1734; 2191; Acc; 57593; 9599; 28796
Height; -1829; 276; 2191; Acc; 57593; 9599; 28796
Height; -3840; 276; 2191; Acc; 38395; 9599; 28796
Height; -1829; 276; 2191; Acc; 38395; 0; 28796
Height; -1829; 276; 2191; Acc; 47993; 0; 19197
Height; -1829; 276; 2191; Acc; 38395; -9598; 19197
Height; 2103; 276; 275; Acc; 47993; 9599; 28796
Height; 94; -1734; 2191; Acc; 38395; 9599; 9599
Height; -1829; -1734; 2555; Acc; 47993; 9599; 28796
Height; -1829; 276; 275; Acc; 57593; 0; 19197
Height; -1555; 276; 4106; Acc; 47993; 9599; 9599
Height; -1829; 276; 2191; Acc; 47993; 0; 9599
Height; -1829; 276; 2191; Acc; 38395; 0; 19197
Height; -1829; 276; 2191; Acc; 38395; -9598; 0
Height; -1829; 276; 2191; Acc; 57593; -9598; 0
Height; -1829; -1734; 2191; Acc; 47993; -9598; -9598
Height; -1829; 276; 2191; Acc; 28796; -9598; -9598
Height; -1555; 276; 2191; Acc; 28796; -9598; 0
Height; -3840; 276; 2191; Acc; 28796; 0; 0
Height; -1555; -1734; 2191; Acc; 47993; 9599; 9599
Height; -1829; -1734; 2191; Acc; 28796; 9599; 28796
Height; -1829; 276; 275; Acc; 38395; 9599; 28796
Height; 94; -1734; 640; Acc; 19197; 19197; 28796
Height; -1829; 276; 275; Acc; 38395; 19197; 19197
Height; -1555; 276; 2191; Acc; 47993; 9599; 9599
Height; 459; 276; 2191; Acc; 38395; 9599; 19197
Height; -1829; 276; 2191; Acc; 47993; 19197; 9599
Height; -1829; 276; 2191; Acc; 38395; 19197; 9599
Height; -1829; 276; 2191; Acc; 28796; 19197; 0
Height; -3840; 276; 275; Acc; 28796; 19197; 9599
Height; -1829; -1734; 2191; Acc; 28796; 19197; 19197
Height; -1829; -1734; 2191; Acc; 47993; 19197; 38395
Height; -1829; 276; 2191; Acc; 38395; 9599; 19197
Height; -1829; -1734; 275; Acc; 28796; 19197; 9599
Height; -1829; 276; 275; Acc; 28796; -9598; 9599
Height; -1829; -1734; 2555; Acc; 28796; 0; 0
Height; -1829; 276; 275; Acc; 19197; 9599; 9599
Height; -1829; 276; 2191; Acc; 38395; 9599; 0
Height; -1829; 276; 275; Acc; 47993; 0; 19197
Height; -1829; 276; 2191; Acc; 38395; 0; 19197
Height; -1829; -1734; 275; Acc; 47993; 0; 19197
Height; -1829; 276; 2191; Acc; 38395; 9599; 9599
Height; 94; -1734; 275; Acc; 57593; 9599; 19197
Height; -1829; 276; 275; Acc; 57593; 0; 28796
Height; -1829; 276; 2191; Acc; 38395; -9598; 19197
Height; -1829; 276; 275; Acc; 38395; 9599; 19197
Height; 94; 276; 2191; Acc; 38395; 0; 9599
Height; -1829; -1734; 275; Acc; 38395; 9599; 9599
Height; -1829; 276; 275; Acc; 28796; 9599; 9599
Height; -1829; 276; 275; Acc; 19197; 19197; 19197
Height; -1829; 276; 275; Acc; 38395; 9599; 28796
Height; -1829; -1734; 2191; Acc; 47993; 19197; 28796
Height; -1829; -1734; 2191; Acc; 19197; 9599; 28796
Height; -1829; 276; 2191; Acc; 38395; 19197; 19197
Height; 94; 276; 2191; Acc; 47993; 0; 19197
Height; -1829; -1734; 2191; Acc; 38395; 0; 9599
Height; -1829; -1734; 2191; Acc; 47993; 0; 9599
Height; -1829; 276; 275; Acc; 47993; 0; 9599
Height; -1829; 276; 275; Acc; 47993; 9599; 28796
Height; 94; 276; 2191; Acc; 47993; -9598; 28796
Height; -1829; -1734; 2555; Acc; 38395; -9598; 38395
Height; -1829; 276; 2191; Acc; 38395; -9598; 28796
Height; -1829; 276; 2555; Acc; 28796; 0; 19197
Height; -1829; -2008; 275; Acc; 28796; 0; 0
Height; 94; -1734; 275; Acc; 47993; 0; 0
Height; -1829; 276; 2191; Acc; 57593; 0; 9599
Height; -1829; 276; 2191; Acc; 38395; 9599; 0
Height; 94; -1734; 2191; Acc; 47993; 9599; 19197
Height; -3840; 276; 2191; Acc; 38395; 0; 19197
Height; -1829; -1734; 2191; Acc; 47993; 9599; 9599
Height; 94; 276; 2191; Acc; 57593; 0; 0
Height; -1829; 276; 2191; Acc; 67191; 0; 19197
Height; -1829; 276; 2191; Acc; 38395; 0; 9599
Height; -1829; 276; 0; Acc; 47993; 9599; 9599
Height; -1829; 276; 275; Acc; 57593; 0; 9599
Height; 94; 276; 2191; Acc; 38395; 9599; 19197
Height; -1829; 276; 4106; Acc; 57593; 9599; 28796
Height; 94; 276; 2191; Acc; 47993; 9599; 28796
Height; -1829; -1734; 2191; Acc; 57593; 0; 9599
Height; -1829; 276; 2191; Acc; 57593; -9598; 28796
Height; -1829; 276; 275; Acc; 38395; 0; 28796
Height; -1829; 2193; 2191; Acc; 38395; 0; 28796
Height; -1829; -1734; 2191; Acc; 38395; 9599; 19197
Height; -1829; 276; 2191; Acc; 38395; 19197; 9599
Height; -1829; -1734; 2191; Acc; 47993; 28796; 28796
Height; -2194; -1734; 2191; Acc; 28796; 9599; 19197
Height; -1829; 276; 275; Acc; 38395; 19197; 0
Height; -1829; 276; 275; Acc; 47993; 9599; 0
Height; -1829; 276; 2191; Acc; 28796; 0; 0
Height; -1829; 276; 2191; Acc; 19197; 0; 19197
Height; -3840; -91; 2191; Acc; 38395; -9598; 9599
Height; 94; 276; 2191; Acc; 47993; 0; 19197
Height; -1829; 276; 4106; Acc; 28796; 0; 19197
Height; -1829; 276; 2191; Acc; 28796; 0; 9599
Height; -1829; -1734; 2191; Acc; 38395; 0; 9599
Height; -1829; -1734; 275; Acc; 38395; 0; 9599
Height; -1829; 276; 2191; Acc; 28796; 19197; 19197
Height; -1829; 2193; 2191; Acc; 38395; 9599; 9599
Height; -1829; 276; 2191; Acc; 47993; 28796; 19197
Height; -1829; -1734; 2191; Acc; 47993; 28796; 28796
Height; -1829; -1734; 2191; Acc; 28796; 19197; 19197
Height; -1829; -1734; 2191; Acc; 28796; 9599; 0
Height; -1829; 276; 2191; Acc; 38395; 0; 9599
Height; 94; 276; 275; Acc; 28796; 0; 19197
Height; -1829; 276; 2191; Acc; 28796; 0; 19197
Height; -1829; 276; 275; Acc; 28796; 0; 19197
Height; -3840; -1734; 2191; Acc; 28796; 0; 28796
Height; -1829; -1734; 2191; Acc; 28796; 0; 19197
Height; -1829; 276; 275; Acc; 19197; 0; 19197
Height; -3840; -1734; 2191; Acc; 28796; -9598; 38395
Height; 94; 276; 2191; Acc; 28796; 9599; 28796
Height; -1829; 276; 275; Acc; 38395; 19197; 19197
Height; -3840; 276; 2191; Acc; 28796; -9598; 9599
Height; -1829; 276; 2191; Acc; 38395; 0; 9599
Height; -1829; 276; 275; Acc; 38395; 9599; -9598
Height; 94; 276; 2191; Acc; 38395; 9599; -9598
Height; 94; -1734; 2191; Acc; 38395; 9599; 0
Height; -1829; 276; 2191; Acc; 38395; -9598; 9599
Height; -1829; 276; 275; Acc; 38395; -9598; 9599
Height; -3840; -2008; 2191; Acc; 47993; -9598; 19197
Height; -3840; -1734; 2191; Acc; 28796; -19197; 19197
Height; 94; 276; 2191; Acc; 19197; 0; 19197
Height; -1829; 276; -1642; Acc; 28796; 9599; 9599
Height; 94; -1734; 2191; Acc; 38395; -9598; 19197
Height; -1829; -1734; 2191; Acc; 28796; 0; 19197
Height; 94; 276; 2191; Acc; 28796; -9598; 9599
Height; -1829; 276; 275; Acc; 38395; 9599; 9599
Height; -3840; -1734; 4106; Acc; 19197; 9599; 19197
Height; -1829; -1734; 275; Acc; 28796; 0; 9599
Height; -1829; 276; 275; Acc; 19197; -19197; 9599
Height; -1829; 276; 2191; Acc; 28796; -9598; 28796
Height; -1829; 276; 2191; Acc; 19197; -9598; 19197
Height; 94; -1734; 275; Acc; 38395; -9598; 9599
Height; -2194; 276; 2191; Acc; 38395; 0; 9599
Height; -1829; 276; 2191; Acc; 57593; 0; 0
Height; 94; -91; 2191; Acc; 57593; 0; 9599
Height; -1829; 276; 2191; Acc; 38395; 9599; 19197
Height; -2194; 276; 0; Acc; 38395; 9599; 9599
Height; 94; 276; 2191; Acc; 28796; 9599; 9599
Height; 94; 276; 2191; Acc; 38395; 9599; 19197
Height; 94; 276; 2191; Acc; 28796; -9598; 19197
Height; -1829; 276; 275; Acc; 19197; -9598; 9599
Height; -1829; -1734; 2191; Acc; 28796; 0; 9599
Height; -1829; 276; 2191; Acc; 28796; 9599; 0
Height; -2194; -1734; 2191; Acc; 28796; 9599; 19197
Height; -3840; -1734; 2191; Acc; 47993; 19197; 19197
Height; 94; 276; 2191; Acc; 47993; 9599; 28796
Height; 94; -1734; 2191; Acc; 57593; -9598; 28796
Height; -1829; -1734; 2191; Acc; 47993; 9599; 28796
Height; -2194; -1734; 2191; Acc; 57593; 9599; 28796
Height; 94; -1734; 2191; Acc; 57593; 9599; 19197
Height; -1829; 276; 275; Acc; 28796; 0; 28796
Height; 94; 276; 2191; Acc; 9599; 9599; 28796
Height; -1829; 2193; 1915; Acc; 38395; 9599; 19197
Height; -1829; 276; 2191; Acc; 47993; 9599; 9599
Height; -1829; -1734; 2191; Acc; 38395; 0; 0
Height; -3564; 276; 275; Acc; 38395; 9599; 0
Height; -1829; 276; 275; Acc; 38395; -9598; 9599
Height; 94; -1734; 2191; Acc; 38395; 0; 19197
Height; -1829; -1734; 275; Acc; 28796; 0; 19197
Height; -1829; 276; 275; Acc; 47993; 0; 9599
Height; -1829; 276; 2191; Acc; 38395; 9599; 28796
Height; -1829; 276; 2191; Acc; 47993; -9598; 19197
Height; -1829; 276; 1915; Acc; 57593; 0; 0
Height; -3840; 276; 0; Acc; 38395; 19197; 9599
Height; -1829; 276; 2191; Acc; 38395; 9599; 0
Height; 94; 276; 2191; Acc; 47993; 0; 19197
Height; -2194; 276; 2191; Acc; 76790; -9598; 19197
Height; -1829; 276; 275; Acc; 67191; 0; 19197
Height; -182; 276; 2191; Acc; 47993; 0; 9599
Height; -1829; -1734; 2191; Acc; 47993; 0; 9599
Height; 94; 276; 2191; Acc; 47993; 19197; 19197
Height; 94; 276; 2191; Acc; 47993; 0; 19197
Height; -1829; -1734; 275; Acc; 47993; -9598; 19197
Height; -3840; 276; 2191; Acc; 47993; 0; 28796
Height; -1829; 276; 2191; Acc; 47993; 0; 9599
Height; -3840; 276; 275; Acc; 47993; 0; 0
Height; 94; 276; 275; Acc; 47993; 9599; 9599
Height; -3840; 276; 275; Acc; 38395; 19197; 19197
Height; 94; -2008; 2191; Acc; 28796; 9599; 9599
Height; -1829; 276; 2191; Acc; 19197; 9599; 9599
Height; -1829; -1734; 1915; Acc; 28796; 9599; 19197
Height; -1829; 276; 2191; Acc; 28796; 9599; 9599
Height; 94; 276; 2191; Acc; 38395; 19197; 9599
Height; -2194; 276; 1915; Acc; 47993; 19197; 9599
Height; -1829; -1734; 1915; Acc; 47993; 19197; 9599
Height; -1829; 276; 4106; Acc; 38395; 9599; 9599
Height; -1829; -1734; 0; Acc; 38395; 9599; 38395
Height; 94; -1734; 275; Acc; 47993; 9599; 38395
Height; -1829; 276; 275; Acc; 47993; 9599; 28796
Height; 94; 276; 2191; Acc; 47993; 9599; 19197
Height; -1829; -1734; 1915; Acc; 47993; -9598; 9599
